student_id,user_id,enrollment_year,total_courses_enrolled,courses_completed,courses_abandoned,avg_score_overall,score_trend,total_active_days,days_since_last_activity,avg_weekly_events,avg_session_gap_days,late_submission_rate,label_at_fault,label_dropout,refreshed_at
490,10,2026,4,3,1,50.05,,4,0,18.50,0.17,0.0000,1,0,2026-05-01 12:44:16.788+00
491,11,2026,5,2,3,66.39,0.0179,1,0,53.00,0.00,0.0000,0,1,2026-05-01 12:44:16.788+00
492,12,2023,6,5,1,66.11,0.0006,43,0,7.52,0.91,0.0000,0,0,2026-05-01 12:44:16.788+00
493,1,2024,6,4,2,69.68,-0.0079,58,0,3.03,2.33,0.0000,0,1,2026-05-01 12:44:16.788+00
494,2,2022,7,5,2,50.95,0.0820,67,512,2.76,2.31,,1,0,2026-05-01 12:44:16.788+00
495,3,2023,8,5,3,52.66,0.0384,53,0,4.59,1.59,0.0000,1,1,2026-05-01 12:44:16.788+00
496,4,2022,8,7,1,51.22,,63,214,1.80,4.14,0.0000,1,0,2026-05-01 12:44:16.788+00
497,5,2024,9,7,2,62.76,,77,26,3.16,2.87,,0,0,2026-05-01 12:44:16.788+00
498,6,2025,7,6,1,50.71,,61,0,2.76,3.50,0.1250,1,0,2026-05-01 12:44:16.788+00
499,7,2024,8,4,4,53.12,-0.0263,52,0,4.13,1.56,0.0000,1,1,2026-05-01 12:44:16.788+00
500,8,2026,7,6,1,75.30,0.0088,6,0,88.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
501,9,2026,6,3,3,70.08,-0.0234,2,0,139.00,0.01,0.0000,1,1,2026-05-01 12:44:16.788+00
502,10,2022,7,7,0,48.98,,56,157,1.97,4.24,,1,0,2026-05-01 12:44:16.788+00
503,11,2023,9,5,4,33.98,,77,0,3.71,2.27,,1,1,2026-05-01 12:44:16.788+00
504,12,2022,8,8,0,73.64,,77,83,2.02,3.74,,0,0,2026-05-01 12:44:16.788+00
505,1,2025,6,4,2,56.61,,42,0,2.65,3.96,0.0000,1,1,2026-05-01 12:44:16.788+00
506,2,2022,7,7,0,55.98,,70,0,2.36,3.47,,1,0,2026-05-01 12:44:16.788+00
507,3,2025,6,5,1,63.56,-0.0217,51,0,2.36,3.69,0.0667,0,0,2026-05-01 12:44:16.788+00
508,4,2022,8,6,2,56.92,,55,90,4.66,1.85,,1,0,2026-05-01 12:44:16.788+00
509,5,2023,9,7,2,53.41,,68,66,1.80,4.87,,1,0,2026-05-01 12:44:16.788+00
510,6,2024,6,6,0,64.46,,43,4,1.52,4.83,,0,0,2026-05-01 12:44:16.788+00
511,7,2026,6,5,1,62.98,0.0084,2,0,35.50,0.09,0.0000,0,0,2026-05-01 12:44:16.788+00
512,8,2022,9,7,2,64.23,,78,185,4.35,2.07,0.0000,0,0,2026-05-01 12:44:16.788+00
513,9,2025,7,4,3,59.95,,54,0,3.04,3.19,0.0000,1,1,2026-05-01 12:44:16.788+00
514,10,2022,7,5,2,48.27,,48,45,1.86,3.72,,1,0,2026-05-01 12:44:16.788+00
515,11,2022,7,3,4,46.27,,65,31,2.32,3.69,,1,1,2026-05-01 12:44:16.788+00
516,12,2025,6,5,1,64.91,-0.0686,56,0,3.13,3.06,0.0000,0,0,2026-05-01 12:44:16.788+00
517,1,2024,5,4,1,62.00,0.0591,35,0,1.78,3.68,0.0000,0,0,2026-05-01 12:44:16.788+00
518,2,2026,3,3,0,52.74,-0.0053,3,0,34.50,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
519,3,2023,7,6,1,36.81,,56,59,2.10,4.25,,1,0,2026-05-01 12:44:16.788+00
520,4,2026,6,4,2,72.95,0.0316,2,0,87.00,0.01,0.0000,0,1,2026-05-01 12:44:16.788+00
521,5,2025,7,6,1,61.91,,49,0,3.63,4.08,0.0000,1,0,2026-05-01 12:44:16.788+00
522,6,2025,4,3,1,47.70,,22,0,2.50,3.55,0.0000,1,0,2026-05-01 12:44:16.788+00
523,7,2026,5,4,1,65.03,,3,0,22.00,0.10,0.0000,0,0,2026-05-01 12:44:16.788+00
524,8,2025,7,5,2,55.08,-0.0402,50,0,3.52,2.95,0.0000,1,0,2026-05-01 12:44:16.788+00
525,9,2024,7,6,1,56.87,,51,114,3.03,2.43,,1,0,2026-05-01 12:44:16.788+00
526,10,2022,10,7,3,55.26,-0.0054,93,96,3.21,2.14,,1,1,2026-05-01 12:44:16.788+00
527,11,2024,8,5,3,54.84,,74,2,3.54,1.75,,1,1,2026-05-01 12:44:16.788+00
528,12,2024,5,2,3,56.57,,50,53,4.23,1.39,0.0000,1,1,2026-05-01 12:44:16.788+00
529,1,2023,6,4,2,48.12,,36,21,2.78,2.61,,1,1,2026-05-01 12:44:16.788+00
530,2,2022,9,9,0,78.00,,77,213,2.02,4.02,,0,0,2026-05-01 12:44:16.788+00
531,3,2025,6,4,2,50.08,0.0846,41,0,3.62,1.97,0.0000,1,1,2026-05-01 12:44:16.788+00
532,4,2025,5,5,0,65.44,-0.0943,37,0,4.19,2.44,0.0000,1,0,2026-05-01 12:44:16.788+00
533,5,2025,7,6,1,57.42,,50,56,3.00,4.32,,1,0,2026-05-01 12:44:16.788+00
534,6,2022,10,5,5,54.41,,88,0,4.29,1.60,,1,1,2026-05-01 12:44:16.788+00
535,7,2023,9,6,3,53.90,,70,188,2.84,3.08,,1,1,2026-05-01 12:44:16.788+00
536,8,2026,4,2,2,54.98,-0.0176,2,0,48.50,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
537,9,2023,7,6,1,66.49,,66,67,1.68,3.87,,0,0,2026-05-01 12:44:16.788+00
538,10,2024,6,5,1,75.20,,64,11,1.97,3.36,,0,0,2026-05-01 12:44:16.788+00
539,11,2024,8,5,3,,,53,0,2.06,3.94,,0,1,2026-05-01 12:44:16.788+00
540,12,2026,4,2,2,59.80,0.0398,5,0,26.00,0.21,0.0000,1,1,2026-05-01 12:44:16.788+00
541,1,2024,5,5,0,59.38,0.0245,45,0,2.37,2.48,0.0000,1,0,2026-05-01 12:44:16.788+00
542,2,2025,7,5,2,72.84,-0.0430,56,0,2.96,3.16,0.0909,0,0,2026-05-01 12:44:16.788+00
543,3,2023,6,3,3,50.73,,51,229,1.61,4.00,,1,1,2026-05-01 12:44:16.788+00
544,4,2026,3,3,0,63.80,0.0074,3,0,28.00,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
545,5,2024,7,6,1,73.62,0.0163,63,0,5.50,1.45,0.0000,0,0,2026-05-01 12:44:16.788+00
546,6,2024,8,8,0,68.21,0.0218,50,0,3.66,2.14,0.0000,0,0,2026-05-01 12:44:16.788+00
547,7,2025,4,4,0,64.68,-0.0004,34,0,3.05,2.36,0.0000,0,0,2026-05-01 12:44:16.788+00
548,8,2022,9,8,1,71.97,,82,194,2.74,2.76,0.0000,0,0,2026-05-01 12:44:16.788+00
549,9,2025,5,4,1,55.89,0.0569,45,0,4.30,1.64,0.0000,1,0,2026-05-01 12:44:16.788+00
550,10,2022,9,5,4,54.58,,71,0,5.65,1.09,,1,1,2026-05-01 12:44:16.788+00
551,11,2026,4,4,0,58.86,-0.0011,2,0,45.50,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
552,12,2023,6,2,4,49.37,,55,0,3.75,1.46,,1,1,2026-05-01 12:44:16.788+00
553,1,2022,8,7,1,47.56,,57,249,1.78,4.90,,1,0,2026-05-01 12:44:16.788+00
554,2,2022,7,6,1,46.76,0.0458,60,0,3.17,2.37,,1,0,2026-05-01 12:44:16.788+00
555,3,2024,9,7,2,64.41,,69,0,3.86,2.24,0.0000,0,0,2026-05-01 12:44:16.788+00
556,4,2024,6,4,2,80.31,0.0138,49,0,7.29,1.02,0.0000,0,1,2026-05-01 12:44:16.788+00
557,5,2024,7,6,1,52.16,,65,0,2.03,3.97,0.0000,1,0,2026-05-01 12:44:16.788+00
558,6,2022,8,5,3,57.53,,77,259,3.12,2.21,,1,1,2026-05-01 12:44:16.788+00
559,7,2024,6,2,4,54.51,,40,0,3.90,2.29,,1,1,2026-05-01 12:44:16.788+00
560,8,2025,5,1,4,53.84,,40,27,4.60,2.44,,1,1,2026-05-01 12:44:16.788+00
561,9,2022,9,5,4,59.33,0.0107,84,0,3.75,1.63,0.0000,1,1,2026-05-01 12:44:16.788+00
562,10,2022,8,8,0,67.69,,63,356,1.79,4.43,,0,0,2026-05-01 12:44:16.788+00
563,11,2026,4,4,0,55.08,-0.0412,2,0,38.00,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
564,12,2022,8,7,1,56.85,,56,34,1.85,4.83,,1,0,2026-05-01 12:44:16.788+00
565,1,2023,10,9,1,68.24,0.0092,73,0,3.22,2.31,0.0000,0,0,2026-05-01 12:44:16.788+00
566,2,2023,9,7,2,55.86,,74,101,2.33,4.20,,1,0,2026-05-01 12:44:16.788+00
567,3,2024,5,4,1,58.88,,40,0,2.27,3.29,0.0000,1,0,2026-05-01 12:44:16.788+00
568,4,2023,7,4,3,68.92,,58,5,2.79,2.40,,0,1,2026-05-01 12:44:16.788+00
569,5,2026,7,5,2,61.81,-0.0324,3,0,88.00,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
570,6,2024,5,2,3,50.68,0.0599,28,0,4.20,1.41,0.0000,1,1,2026-05-01 12:44:16.788+00
571,7,2022,10,6,4,59.59,,76,0,4.20,2.01,,1,1,2026-05-01 12:44:16.788+00
572,8,2024,8,7,1,64.61,,70,0,3.69,2.03,,0,0,2026-05-01 12:44:16.788+00
573,9,2023,6,4,2,41.61,,53,271,2.21,2.95,,1,1,2026-05-01 12:44:16.788+00
574,10,2026,3,3,0,56.99,0.0284,3,0,34.50,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
575,11,2024,8,3,5,53.29,-0.0420,56,0,4.93,2.01,0.0000,1,1,2026-05-01 12:44:16.788+00
576,12,2025,5,3,2,47.39,,31,0,2.94,3.97,,1,1,2026-05-01 12:44:16.788+00
577,1,2025,4,3,1,47.49,,47,0,2.57,2.97,0.0000,1,0,2026-05-01 12:44:16.788+00
578,2,2024,5,5,0,62.83,,44,83,1.75,4.05,0.0000,0,0,2026-05-01 12:44:16.788+00
579,3,2025,4,3,1,56.80,,30,0,2.93,3.45,0.0000,1,0,2026-05-01 12:44:16.788+00
580,4,2022,10,9,1,71.21,0.0145,112,0,4.23,1.44,0.0000,0,0,2026-05-01 12:44:16.788+00
581,5,2022,8,8,0,70.27,,75,47,1.75,4.07,,0,0,2026-05-01 12:44:16.788+00
582,6,2025,6,5,1,53.75,0.0568,45,0,5.08,1.57,0.0000,1,0,2026-05-01 12:44:16.788+00
583,7,2025,7,4,3,56.11,,48,0,2.85,4.68,0.0000,1,1,2026-05-01 12:44:16.788+00
584,8,2025,5,4,1,47.44,-0.0510,38,0,4.80,1.53,0.0000,1,0,2026-05-01 12:44:16.788+00
585,9,2025,5,3,2,59.49,,40,17,2.10,4.42,0.0000,1,1,2026-05-01 12:44:16.788+00
586,10,2022,11,8,3,55.14,,89,0,4.71,1.73,0.0000,1,0,2026-05-01 12:44:16.788+00
587,11,2023,9,5,4,55.02,,68,0,2.03,4.21,,1,1,2026-05-01 12:44:16.788+00
588,12,2025,5,5,0,61.56,0.0119,44,0,4.33,1.88,0.0000,1,0,2026-05-01 12:44:16.788+00
589,1,2025,4,4,0,44.85,0.0468,39,0,7.00,1.63,0.0000,1,0,2026-05-01 12:44:16.788+00
590,2,2025,7,6,1,56.41,0.0134,48,0,3.50,2.44,0.0000,1,0,2026-05-01 12:44:16.788+00
591,3,2023,7,2,5,54.66,,66,47,2.21,3.20,,1,1,2026-05-01 12:44:16.788+00
592,4,2024,7,6,1,66.11,0.0103,61,0,5.00,2.04,0.0000,0,0,2026-05-01 12:44:16.788+00
593,5,2022,8,6,2,54.22,-0.0555,61,0,3.49,2.02,0.0000,1,0,2026-05-01 12:44:16.788+00
594,6,2024,8,6,2,62.72,,68,0,2.72,2.96,0.0000,0,0,2026-05-01 12:44:16.788+00
595,7,2022,9,7,2,55.66,,72,192,2.79,2.87,,1,0,2026-05-01 12:44:16.788+00
596,8,2024,7,5,2,47.55,,55,118,2.21,4.45,0.0000,1,0,2026-05-01 12:44:16.788+00
597,9,2025,6,4,2,56.68,,37,0,3.60,2.56,0.0000,1,1,2026-05-01 12:44:16.788+00
598,10,2026,4,3,1,64.55,-0.0227,2,0,27.00,0.07,0.0000,0,0,2026-05-01 12:44:16.788+00
599,11,2022,7,5,2,51.44,,70,270,3.21,2.06,,1,0,2026-05-01 12:44:16.788+00
600,12,2022,9,7,2,56.00,,75,0,3.57,1.86,,1,0,2026-05-01 12:44:16.788+00
601,1,2025,3,3,0,41.87,,21,4,2.00,4.76,0.2000,1,0,2026-05-01 12:44:16.788+00
602,2,2026,6,2,4,54.06,0.0545,4,0,49.00,0.11,0.0000,1,1,2026-05-01 12:44:16.788+00
603,3,2022,9,8,1,57.55,,88,18,2.22,3.12,0.0000,1,0,2026-05-01 12:44:16.788+00
604,4,2024,4,3,1,54.47,,35,0,1.48,4.43,0.0000,1,0,2026-05-01 12:44:16.788+00
605,5,2022,9,8,1,63.13,0.0301,71,0,2.80,2.25,0.0000,0,0,2026-05-01 12:44:16.788+00
606,6,2024,6,3,3,64.92,-0.0077,39,0,4.32,1.53,0.0000,1,1,2026-05-01 12:44:16.788+00
607,7,2023,7,6,1,49.41,0.0065,48,0,3.61,1.96,0.0000,1,0,2026-05-01 12:44:16.788+00
608,8,2022,10,9,1,47.52,,97,141,2.35,3.08,,1,0,2026-05-01 12:44:16.788+00
609,9,2023,6,5,1,56.26,,64,0,2.19,3.46,,1,0,2026-05-01 12:44:16.788+00
610,10,2022,10,7,3,64.84,,75,0,3.67,1.94,0.0000,0,1,2026-05-01 12:44:16.788+00
611,11,2022,10,10,0,54.00,0.0124,83,0,3.81,2.45,0.0000,1,0,2026-05-01 12:44:16.788+00
612,12,2026,5,4,1,72.28,0.0209,2,0,58.00,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
613,1,2025,7,6,1,66.44,0.0044,73,0,3.61,2.54,0.0667,0,0,2026-05-01 12:44:16.788+00
614,2,2022,7,6,1,64.65,,66,193,1.60,4.05,,0,0,2026-05-01 12:44:16.788+00
615,3,2024,8,6,2,68.04,,76,33,2.64,3.30,0.0000,0,0,2026-05-01 12:44:16.788+00
616,4,2024,9,8,1,56.91,,61,0,2.26,5.18,,1,0,2026-05-01 12:44:16.788+00
617,5,2025,6,6,0,61.63,0.0700,48,0,2.43,4.16,0.0000,1,0,2026-05-01 12:44:16.788+00
618,6,2023,7,4,3,44.96,,51,0,4.22,1.47,,1,1,2026-05-01 12:44:16.788+00
619,7,2024,6,4,2,57.40,0.0430,45,0,3.50,2.26,0.0000,1,1,2026-05-01 12:44:16.788+00
620,8,2023,7,5,2,71.08,0.0020,64,28,4.45,1.31,0.0000,0,0,2026-05-01 12:44:16.788+00
621,9,2022,7,5,2,58.80,0.0063,73,0,3.79,1.72,0.0000,1,0,2026-05-01 12:44:16.788+00
622,10,2026,4,3,1,76.14,0.0131,2,0,114.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
623,11,2025,7,5,2,66.75,-0.0399,40,0,5.67,1.38,0.0556,0,0,2026-05-01 12:44:16.788+00
624,12,2022,10,8,2,49.37,,87,0,1.90,4.09,,1,0,2026-05-01 12:44:16.788+00
625,1,2022,9,5,4,63.18,,75,13,2.44,3.13,,0,1,2026-05-01 12:44:16.788+00
626,2,2026,4,4,0,76.19,0.0416,4,0,40.50,0.17,0.0000,0,0,2026-05-01 12:44:16.788+00
627,3,2025,7,7,0,71.85,0.0388,36,0,7.14,1.91,0.0000,0,0,2026-05-01 12:44:16.788+00
628,4,2023,8,3,5,46.59,,65,57,2.87,2.58,,1,1,2026-05-01 12:44:16.788+00
629,5,2025,6,5,1,69.39,-0.0478,33,0,4.95,1.75,0.0000,0,0,2026-05-01 12:44:16.788+00
630,6,2024,7,7,0,57.39,,79,0,2.20,3.00,0.0000,1,0,2026-05-01 12:44:16.788+00
631,7,2024,7,4,3,70.07,0.0197,55,0,3.15,2.12,0.0000,0,1,2026-05-01 12:44:16.788+00
632,8,2025,5,5,0,62.03,,42,0,1.65,4.67,0.0000,0,0,2026-05-01 12:44:16.788+00
633,9,2025,7,5,2,81.99,-0.0276,53,0,9.52,0.85,0.0000,0,0,2026-05-01 12:44:16.788+00
634,10,2026,3,2,1,48.90,0.0717,2,0,56.00,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
635,11,2026,7,7,0,70.61,-0.0177,4,0,104.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
636,12,2025,8,4,4,63.29,,64,0,3.29,3.13,0.0000,0,1,2026-05-01 12:44:16.788+00
637,1,2023,6,4,2,48.16,,48,476,2.53,2.55,,1,1,2026-05-01 12:44:16.788+00
638,2,2026,6,5,1,52.63,-0.0524,2,0,33.00,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
639,3,2026,4,2,2,68.53,-0.0527,2,0,82.00,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
640,4,2023,9,7,2,49.58,-0.0068,64,0,4.43,1.65,0.0000,1,0,2026-05-01 12:44:16.788+00
641,5,2023,7,3,4,55.84,,65,3,1.73,3.90,0.0000,1,1,2026-05-01 12:44:16.788+00
642,6,2024,6,4,2,57.44,-0.0170,50,0,5.21,1.39,0.0000,1,1,2026-05-01 12:44:16.788+00
643,7,2022,7,6,1,49.93,0.0318,42,0,2.45,3.23,0.0000,1,0,2026-05-01 12:44:16.788+00
644,8,2025,8,4,4,46.27,,53,0,3.68,3.14,0.0000,1,1,2026-05-01 12:44:16.788+00
645,9,2026,5,4,1,66.43,-0.0611,2,0,69.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
646,10,2022,9,6,3,55.49,-0.0916,77,353,2.85,2.44,,1,1,2026-05-01 12:44:16.788+00
647,11,2022,10,4,6,49.68,,84,241,5.31,1.29,,1,1,2026-05-01 12:44:16.788+00
648,12,2022,6,3,3,49.98,,53,187,3.44,1.88,,1,1,2026-05-01 12:44:16.788+00
649,1,2025,6,4,2,45.91,,42,0,2.52,3.87,0.2000,1,1,2026-05-01 12:44:16.788+00
650,2,2023,9,6,3,47.53,,68,68,2.44,3.31,,1,1,2026-05-01 12:44:16.788+00
651,3,2025,5,2,3,60.67,,32,35,2.06,5.18,0.0000,1,1,2026-05-01 12:44:16.788+00
652,4,2024,6,5,1,56.22,,42,14,1.52,5.29,,1,0,2026-05-01 12:44:16.788+00
653,5,2026,4,3,1,65.44,0.0205,2,0,70.00,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
654,6,2026,3,2,1,56.14,,2,0,12.00,0.18,0.0000,1,1,2026-05-01 12:44:16.788+00
655,7,2023,8,8,0,80.14,-0.0808,95,0,3.20,2.08,0.0000,0,0,2026-05-01 12:44:16.788+00
656,8,2024,6,5,1,68.85,,49,28,2.24,4.21,0.0000,0,0,2026-05-01 12:44:16.788+00
657,9,2025,5,5,0,55.89,0.0192,40,0,3.35,2.89,0.0000,1,0,2026-05-01 12:44:16.788+00
658,10,2025,5,4,1,62.72,0.0148,44,0,4.19,2.08,0.0000,0,0,2026-05-01 12:44:16.788+00
659,11,2023,6,6,0,51.96,0.0172,61,0,3.80,1.94,0.0000,1,0,2026-05-01 12:44:16.788+00
660,12,2022,7,6,1,48.10,,72,0,3.10,2.20,0.0000,1,0,2026-05-01 12:44:16.788+00
661,1,2025,5,5,0,52.09,-0.0077,42,0,4.04,1.75,0.0000,1,0,2026-05-01 12:44:16.788+00
662,2,2026,4,3,1,55.09,0.0034,2,0,25.00,0.10,0.0000,1,0,2026-05-01 12:44:16.788+00
663,3,2025,7,5,2,46.33,,58,0,3.65,2.58,0.0000,1,0,2026-05-01 12:44:16.788+00
664,4,2023,8,4,4,69.25,,59,269,3.55,2.99,0.1250,0,1,2026-05-01 12:44:16.788+00
665,5,2025,4,3,1,60.05,0.0738,23,0,3.56,1.75,0.0000,1,0,2026-05-01 12:44:16.788+00
666,6,2024,9,6,3,43.71,,65,0,3.61,2.31,,1,1,2026-05-01 12:44:16.788+00
667,7,2025,8,4,4,66.04,,55,0,3.00,3.43,,0,1,2026-05-01 12:44:16.788+00
668,8,2026,4,4,0,63.27,-0.0233,2,0,76.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
669,9,2026,3,3,0,67.83,-0.0470,2,0,37.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
670,10,2025,4,3,1,58.22,0.0756,23,0,3.38,1.76,0.0000,1,0,2026-05-01 12:44:16.788+00
671,11,2023,6,6,0,63.11,,47,0,2.39,4.07,,0,0,2026-05-01 12:44:16.788+00
672,12,2024,6,4,2,57.84,-0.0094,42,0,4.29,1.55,0.0000,1,1,2026-05-01 12:44:16.788+00
673,1,2025,5,2,3,65.19,,39,0,2.57,3.27,0.0000,0,1,2026-05-01 12:44:16.788+00
674,2,2023,7,6,1,63.92,,59,286,3.06,2.62,,0,0,2026-05-01 12:44:16.788+00
675,3,2024,5,4,1,68.82,,47,0,1.85,3.76,,0,0,2026-05-01 12:44:16.788+00
676,4,2024,7,5,2,47.86,,47,5,2.68,2.83,0.0000,1,0,2026-05-01 12:44:16.788+00
677,5,2023,9,7,2,63.29,,100,31,2.10,3.41,,0,0,2026-05-01 12:44:16.788+00
678,6,2025,4,3,1,49.03,,34,13,4.08,2.62,0.0000,1,0,2026-05-01 12:44:16.788+00
679,7,2024,6,5,1,57.40,,43,0,2.64,2.91,0.1667,1,0,2026-05-01 12:44:16.788+00
680,8,2025,4,2,2,48.23,,26,54,2.57,3.46,0.0000,1,1,2026-05-01 12:44:16.788+00
681,9,2026,4,0,4,43.97,,2,0,22.00,0.09,,1,1,2026-05-01 12:44:16.788+00
682,10,2026,5,4,1,76.38,-0.0425,3,0,45.50,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
683,11,2023,6,3,3,51.57,,36,444,2.55,4.28,,1,1,2026-05-01 12:44:16.788+00
684,12,2026,3,0,3,50.81,,3,0,23.00,0.14,,1,1,2026-05-01 12:44:16.788+00
685,1,2026,7,6,1,65.13,-0.0130,2,0,142.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
686,2,2026,5,2,3,50.75,-0.0543,5,0,33.50,0.25,0.0000,1,1,2026-05-01 12:44:16.788+00
687,3,2023,8,7,1,46.75,,76,26,3.15,2.25,,1,0,2026-05-01 12:44:16.788+00
688,4,2025,5,3,2,59.70,0.0293,25,0,5.93,1.47,0.0000,1,1,2026-05-01 12:44:16.788+00
689,5,2026,4,2,2,68.18,-0.0116,4,0,33.00,0.12,0.0000,0,1,2026-05-01 12:44:16.788+00
690,6,2022,10,7,3,61.20,,73,193,1.80,4.11,0.0000,1,1,2026-05-01 12:44:16.788+00
691,7,2025,5,5,0,66.41,,45,0,2.27,4.08,0.0000,0,0,2026-05-01 12:44:16.788+00
692,8,2024,6,5,1,65.58,,56,0,1.85,3.57,0.0000,0,0,2026-05-01 12:44:16.788+00
693,9,2026,5,2,3,60.50,0.0226,3,0,30.50,0.14,0.0000,1,1,2026-05-01 12:44:16.788+00
694,10,2024,6,3,3,65.77,-0.0198,41,0,3.41,1.76,0.0000,0,1,2026-05-01 12:44:16.788+00
695,11,2026,3,3,0,67.60,0.0094,4,0,36.50,0.12,0.0000,0,0,2026-05-01 12:44:16.788+00
696,12,2024,6,5,1,66.79,,53,0,1.92,3.09,,0,0,2026-05-01 12:44:16.788+00
697,1,2023,7,5,2,61.29,,53,49,3.34,2.27,,1,0,2026-05-01 12:44:16.788+00
698,2,2023,5,4,1,60.05,0.0280,50,0,4.56,1.61,0.0000,1,0,2026-05-01 12:44:16.788+00
699,3,2023,10,8,2,56.12,,101,0,2.02,3.44,,1,0,2026-05-01 12:44:16.788+00
700,4,2025,5,4,1,70.73,-0.0119,37,0,4.35,1.81,0.0000,0,0,2026-05-01 12:44:16.788+00
701,5,2023,7,7,0,67.56,0.0006,60,0,3.82,1.68,0.0000,0,0,2026-05-01 12:44:16.788+00
702,6,2023,7,7,0,62.91,,64,0,1.97,4.02,,1,0,2026-05-01 12:44:16.788+00
703,7,2023,8,6,2,62.12,,62,7,2.12,3.20,,0,0,2026-05-01 12:44:16.788+00
704,8,2025,6,2,4,67.43,,52,0,4.43,2.24,,0,1,2026-05-01 12:44:16.788+00
705,9,2025,8,6,2,74.77,0.0263,49,0,7.84,1.65,0.0000,0,0,2026-05-01 12:44:16.788+00
706,10,2025,7,7,0,75.47,0.0105,45,0,8.19,1.13,0.0000,0,0,2026-05-01 12:44:16.788+00
707,11,2025,5,3,2,63.58,,37,0,3.16,2.55,0.2500,0,1,2026-05-01 12:44:16.788+00
708,12,2026,5,3,2,59.70,0.0230,1,0,60.00,0.01,0.0000,1,1,2026-05-01 12:44:16.788+00
709,1,2026,4,3,1,71.76,-0.0532,3,0,19.00,0.11,0.0000,0,0,2026-05-01 12:44:16.788+00
710,2,2022,7,4,3,58.03,,61,49,2.25,3.24,,1,1,2026-05-01 12:44:16.788+00
711,3,2024,5,5,0,54.69,,42,114,1.59,4.63,0.0000,1,0,2026-05-01 12:44:16.788+00
712,4,2025,7,3,4,52.10,,53,0,5.10,2.15,0.2000,1,1,2026-05-01 12:44:16.788+00
713,5,2022,9,7,2,60.61,,76,0,1.68,4.40,,1,0,2026-05-01 12:44:16.788+00
714,6,2022,7,3,4,56.81,,53,465,5.29,1.51,,1,1,2026-05-01 12:44:16.788+00
715,7,2026,4,3,1,73.17,-0.0122,2,0,47.00,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
716,8,2022,8,8,0,75.05,-0.0332,77,0,3.09,2.20,0.0000,0,0,2026-05-01 12:44:16.788+00
717,9,2024,6,5,1,44.77,,49,1,2.20,3.92,0.0000,1,0,2026-05-01 12:44:16.788+00
718,10,2023,8,5,3,48.36,,78,224,4.15,2.10,0.0000,1,1,2026-05-01 12:44:16.788+00
719,11,2025,5,3,2,50.24,,39,43,3.73,3.26,0.0000,1,1,2026-05-01 12:44:16.788+00
720,12,2026,3,1,2,60.70,0.0434,3,0,19.50,0.12,0.0000,1,1,2026-05-01 12:44:16.788+00
721,1,2025,6,5,1,67.87,-0.0015,44,0,3.82,2.11,0.0000,0,0,2026-05-01 12:44:16.788+00
722,2,2024,8,3,5,59.97,0.0008,46,0,2.38,3.62,0.0000,1,1,2026-05-01 12:44:16.788+00
723,3,2023,7,7,0,58.07,,55,21,2.33,4.22,,1,0,2026-05-01 12:44:16.788+00
724,4,2024,6,6,0,48.26,,45,104,1.96,4.86,0.0000,1,0,2026-05-01 12:44:16.788+00
725,5,2024,8,7,1,47.41,-0.0706,59,0,3.77,2.45,0.0000,1,0,2026-05-01 12:44:16.788+00
726,6,2025,6,3,3,55.64,,46,0,5.68,1.92,0.0000,1,1,2026-05-01 12:44:16.788+00
727,7,2024,9,9,0,43.59,,85,0,1.74,3.96,,1,0,2026-05-01 12:44:16.788+00
728,8,2024,6,5,1,61.70,-0.0004,36,0,2.39,3.57,0.0000,1,0,2026-05-01 12:44:16.788+00
729,9,2023,8,7,1,67.83,0.0052,64,0,2.38,2.91,0.0000,1,0,2026-05-01 12:44:16.788+00
730,10,2023,8,7,1,69.36,,87,50,2.21,3.29,,0,0,2026-05-01 12:44:16.788+00
731,11,2024,8,7,1,52.39,0.0514,60,0,3.32,2.31,0.0000,1,0,2026-05-01 12:44:16.788+00
732,12,2023,9,8,1,37.87,,82,23,2.67,3.08,0.0000,1,0,2026-05-01 12:44:16.788+00
733,1,2022,7,3,4,43.81,,49,111,1.42,5.50,,1,1,2026-05-01 12:44:16.788+00
734,2,2026,4,2,2,72.15,0.0445,3,0,39.00,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
