student_id,user_id,course_id,teacher_id,completion_rate,is_completed,avg_score,score_trend,total_events,days_active_on_course,days_since_last_activity,submission_count,late_submission_count,engagement_score,label_fault,refreshed_at
1272,12,3,1,0.0366,t,57.90,-0.0051,24,1,0,3,0,0.4368,1,2026-05-01 12:44:16.788+00
1272,12,10,18,0.0050,t,56.96,-0.0087,28,1,0,10,0,0.4768,1,2026-05-01 12:44:16.788+00
1272,12,30,19,0.0704,f,46.08,,24,3,0,0,0,0.4132,1,2026-05-01 12:44:16.788+00
1273,1,24,28,1.0000,t,77.75,,9,9,189,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1273,1,14,21,1.0000,t,81.51,,10,10,526,0,0,0.3727,0,2026-05-01 12:44:16.788+00
1273,1,11,12,1.0000,t,74.35,,8,8,50,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1273,1,18,23,1.0000,t,79.68,,13,12,887,0,0,0.3607,0,2026-05-01 12:44:16.788+00
1273,1,2,9,0.3473,t,72.43,0.0027,37,8,0,12,0,0.6613,0,2026-05-01 12:44:16.788+00
1273,1,17,24,1.0000,t,77.90,,8,8,607,0,0,0.3915,0,2026-05-01 12:44:16.788+00
1273,1,5,6,0.6047,f,65.73,,12,10,826,0,0,0.3381,0,2026-05-01 12:44:16.788+00
1274,2,24,28,0.7835,t,74.46,,9,9,38,3,0,0.3786,0,2026-05-01 12:44:16.788+00
1274,2,13,20,0.2485,t,71.95,-0.0063,19,3,0,3,0,0.4373,0,2026-05-01 12:44:16.788+00
1274,2,17,24,0.4945,f,,,9,8,131,0,0,0.2940,0,2026-05-01 12:44:16.788+00
1274,2,15,15,0.2556,f,76.39,,26,7,0,0,0,0.5494,0,2026-05-01 12:44:16.788+00
1274,2,11,12,0.2386,f,61.75,,15,6,185,0,0,0.3817,0,2026-05-01 12:44:16.788+00
1274,2,19,16,1.0000,t,66.97,,8,7,72,0,0,0.2774,0,2026-05-01 12:44:16.788+00
1275,3,3,1,1.0000,t,68.79,,6,6,137,0,0,0.2500,0,2026-05-01 12:44:16.788+00
1275,3,22,2,0.4412,f,67.65,,10,9,284,0,0,0.3865,0,2026-05-01 12:44:16.788+00
1275,3,23,32,0.4493,f,58.33,,10,10,686,0,0,0.3488,1,2026-05-01 12:44:16.788+00
1275,3,21,3,1.0000,t,70.53,,10,9,803,0,0,0.3611,0,2026-05-01 12:44:16.788+00
1275,3,1,4,1.0000,t,70.86,,8,7,344,0,0,0.3448,0,2026-05-01 12:44:16.788+00
1275,3,32,40,1.0000,t,66.36,,10,10,37,0,0,0.3231,0,2026-05-01 12:44:16.788+00
1275,3,14,21,0.6412,f,78.57,,8,8,297,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1275,3,35,34,1.0000,t,78.24,,9,9,787,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1276,4,23,32,0.6033,f,45.24,,10,10,678,0,0,0.3024,1,2026-05-01 12:44:16.788+00
1276,4,17,24,1.0000,t,57.58,,12,12,339,0,0,0.3477,1,2026-05-01 12:44:16.788+00
1276,4,33,22,1.0000,t,63.22,,12,11,826,0,0,0.3779,0,2026-05-01 12:44:16.788+00
1276,4,37,42,1.0000,t,50.78,,14,14,572,0,0,0.3385,1,2026-05-01 12:44:16.788+00
1276,4,3,1,1.0000,t,49.42,,11,10,671,0,0,0.3476,1,2026-05-01 12:44:16.788+00
1276,4,13,20,0.3700,f,39.04,,46,8,395,0,0,0.6576,1,2026-05-01 12:44:16.788+00
1276,4,34,38,1.0000,t,57.14,,14,12,545,0,0,0.3714,1,2026-05-01 12:44:16.788+00
1277,5,11,12,1.0000,t,59.50,,9,9,895,0,0,0.3051,1,2026-05-01 12:44:16.788+00
1277,5,30,19,0.3297,f,53.52,,32,5,613,0,0,0.5332,1,2026-05-01 12:44:16.788+00
1277,5,29,11,0.9846,t,59.42,,9,9,665,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1277,5,32,40,0.0099,t,54.48,0.0099,35,1,0,12,0,0.5444,1,2026-05-01 12:44:16.788+00
1277,5,25,33,0.6760,t,56.77,,12,12,0,0,0,0.4016,1,2026-05-01 12:44:16.788+00
1277,5,14,21,1.0000,t,66.53,,12,11,74,0,0,0.3908,0,2026-05-01 12:44:16.788+00
1277,5,37,42,0.4624,f,55.13,,7,7,827,0,0,0.2901,1,2026-05-01 12:44:16.788+00
1277,5,24,28,1.0000,t,63.73,,11,9,340,0,0,0.3214,0,2026-05-01 12:44:16.788+00
1278,6,26,30,0.0203,t,63.71,0.1471,23,1,0,8,0,0.4435,0,2026-05-01 12:44:16.788+00
1278,6,5,6,0.0505,f,,,13,1,0,0,0,0.2952,0,2026-05-01 12:44:16.788+00
1278,6,2,9,0.0008,t,65.15,0.0255,33,1,0,8,0,0.5550,0,2026-05-01 12:44:16.788+00
1278,6,18,23,0.0465,t,65.47,-0.0173,27,2,0,4,0,0.4976,0,2026-05-01 12:44:16.788+00
1279,7,23,32,0.0428,t,60.71,-0.0158,26,2,0,6,0,0.4726,0,2026-05-01 12:44:16.788+00
1279,7,26,30,0.0315,f,53.27,,21,2,0,0,0,0.3967,1,2026-05-01 12:44:16.788+00
1279,7,31,27,0.0170,t,60.70,0.0382,16,1,0,5,0,0.3595,0,2026-05-01 12:44:16.788+00
1279,7,6,8,0.0080,f,51.05,,16,1,0,0,0,0.3305,1,2026-05-01 12:44:16.788+00
1279,7,14,21,0.0112,t,69.62,-0.0299,33,1,0,11,0,0.5684,0,2026-05-01 12:44:16.788+00
1279,7,16,25,0.0194,t,63.69,,13,1,0,2,0,0.3363,0,2026-05-01 12:44:16.788+00
1279,7,34,38,0.0400,f,,,9,1,0,0,0,0.2524,0,2026-05-01 12:44:16.788+00
1280,8,20,26,0.4960,f,44.20,,13,13,491,0,0,0.3637,1,2026-05-01 12:44:16.788+00
1280,8,37,42,1.0000,t,53.29,,6,6,190,0,0,0.2500,1,2026-05-01 12:44:16.788+00
1280,8,9,14,0.7729,t,59.44,,8,8,406,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1280,8,3,1,1.0000,t,49.04,,9,6,360,1,0,0.2696,1,2026-05-01 12:44:16.788+00
1280,8,25,33,1.0000,t,55.32,,7,7,89,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1280,8,23,32,1.0000,t,52.65,,9,9,328,0,0,0.2661,1,2026-05-01 12:44:16.788+00
1281,9,20,26,0.0331,t,72.73,0.0110,20,2,0,6,0,0.4444,0,2026-05-01 12:44:16.788+00
1281,9,16,25,0.0757,t,69.93,,9,2,0,3,0,0.3181,0,2026-05-01 12:44:16.788+00
1281,9,37,42,0.0742,t,66.01,-0.0184,11,2,0,2,0,0.3278,0,2026-05-01 12:44:16.788+00
1281,9,2,9,0.0453,t,65.21,-0.0949,13,1,0,4,0,0.3409,0,2026-05-01 12:44:16.788+00
1282,10,7,10,0.0573,t,56.49,-0.0087,25,2,0,8,0,0.4492,1,2026-05-01 12:44:16.788+00
1282,10,25,33,0.0370,f,49.31,,23,2,0,0,0,0.4063,1,2026-05-01 12:44:16.788+00
1282,10,37,42,0.0321,t,57.53,-0.0755,18,1,0,3,0,0.3714,1,2026-05-01 12:44:16.788+00
1282,10,11,12,0.0123,f,46.41,,17,1,0,0,0,0.3273,1,2026-05-01 12:44:16.788+00
1283,11,31,27,1.0000,t,66.11,,7,7,612,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1283,11,12,7,1.0000,t,65.36,,14,13,119,1,0,0.4239,0,2026-05-01 12:44:16.788+00
1283,11,33,22,0.5046,t,82.53,,19,18,0,2,0,0.5399,0,2026-05-01 12:44:16.788+00
1283,11,8,5,1.0000,t,63.37,,13,12,199,0,0,0.3607,0,2026-05-01 12:44:16.788+00
1283,11,7,10,1.0000,t,66.23,,13,12,245,0,0,0.3603,0,2026-05-01 12:44:16.788+00
1283,11,11,12,0.2614,f,60.35,,28,7,177,0,0,0.5227,0,2026-05-01 12:44:16.788+00
1283,11,1,4,0.4624,f,,,10,9,926,0,0,0.3107,0,2026-05-01 12:44:16.788+00
1283,11,9,14,1.0000,t,73.03,,14,13,702,2,0,0.4615,0,2026-05-01 12:44:16.788+00
1284,12,22,2,0.1879,f,,,15,4,0,0,0,0.3345,0,2026-05-01 12:44:16.788+00
1284,12,6,8,0.5678,f,68.70,,10,9,78,0,0,0.3668,0,2026-05-01 12:44:16.788+00
1284,12,18,23,0.5876,f,62.88,,7,7,134,0,0,0.2947,0,2026-05-01 12:44:16.788+00
1284,12,12,7,0.1204,f,66.43,,23,3,0,0,0,0.4636,0,2026-05-01 12:44:16.788+00
1284,12,4,13,1.0000,t,77.78,,7,7,50,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1285,1,34,38,0.4309,t,57.80,,8,8,0,1,0,0.2825,1,2026-05-01 12:44:16.788+00
1285,1,3,1,0.0685,f,,,10,2,0,0,0,0.2690,0,2026-05-01 12:44:16.788+00
1285,1,28,31,1.0000,t,65.91,,7,7,102,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1285,1,8,5,0.8948,t,45.93,,9,8,82,2,0,0.2557,1,2026-05-01 12:44:16.788+00
1285,1,26,30,0.4462,f,53.37,,9,9,57,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1285,1,20,26,0.2564,f,36.27,,16,8,0,0,0,0.3279,1,2026-05-01 12:44:16.788+00
1285,1,31,27,0.6320,t,51.46,,9,9,84,0,0,0.2951,1,2026-05-01 12:44:16.788+00
1286,2,5,6,0.0721,t,67.68,,11,2,0,1,0,0.3328,0,2026-05-01 12:44:16.788+00
1286,2,26,30,0.0403,t,65.58,-0.0899,15,1,0,5,0,0.3634,0,2026-05-01 12:44:16.788+00
1286,2,31,27,0.0165,t,70.09,,9,1,0,3,0,0.3126,0,2026-05-01 12:44:16.788+00
1286,2,17,24,0.0410,t,73.13,-0.0361,24,2,0,5,0,0.4885,0,2026-05-01 12:44:16.788+00
1286,2,37,42,0.0108,t,64.17,0.0181,20,2,0,4,0,0.4187,0,2026-05-01 12:44:16.788+00
1286,2,24,28,0.0418,f,62.42,,8,1,0,0,0,0.2789,0,2026-05-01 12:44:16.788+00
1287,3,7,10,0.3474,f,,,15,6,204,0,0,0.3464,0,2026-05-01 12:44:16.788+00
1287,3,6,8,0.3223,f,62.88,,31,7,163,0,0,0.5625,0,2026-05-01 12:44:16.788+00
1287,3,21,3,0.2997,t,69.78,0.0191,32,13,0,12,0,0.6296,0,2026-05-01 12:44:16.788+00
1287,3,31,27,0.6092,t,65.41,,13,12,107,4,0,0.3968,0,2026-05-01 12:44:16.788+00
1287,3,23,32,0.4852,t,68.38,,12,10,97,3,0,0.3874,0,2026-05-01 12:44:16.788+00
1287,3,24,28,1.0000,t,73.09,,10,10,129,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1287,3,3,1,0.4369,t,68.59,,8,8,0,0,0,0.3577,0,2026-05-01 12:44:16.788+00
1287,3,29,11,0.3536,f,60.34,,8,8,0,0,0,0.3370,0,2026-05-01 12:44:16.788+00
1288,4,30,19,0.5495,f,58.53,,8,8,713,0,0,0.3089,1,2026-05-01 12:44:16.788+00
1288,4,23,32,1.0000,t,66.84,,11,11,30,0,0,0.3333,0,2026-05-01 12:44:16.788+00
1288,4,3,1,1.0000,t,65.13,,10,10,429,0,0,0.3264,0,2026-05-01 12:44:16.788+00
1288,4,11,12,1.0000,t,67.26,,11,10,661,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1288,4,4,13,0.5615,f,61.04,,8,8,69,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1288,4,35,34,1.0000,t,76.02,,11,11,459,0,0,0.3333,0,2026-05-01 12:44:16.788+00
1288,4,13,20,1.0000,t,65.35,,10,9,302,0,0,0.3516,0,2026-05-01 12:44:16.788+00
1288,4,12,7,1.0000,t,62.74,,9,8,673,0,0,0.2940,0,2026-05-01 12:44:16.788+00
1288,4,19,16,0.5922,t,62.36,,8,8,0,0,0,0.3047,0,2026-05-01 12:44:16.788+00
1289,5,28,31,1.0000,t,67.85,,12,12,717,0,0,0.3500,0,2026-05-01 12:44:16.788+00
1289,5,26,30,0.3231,f,42.57,,23,8,425,0,0,0.4218,1,2026-05-01 12:44:16.788+00
1289,5,24,28,1.0000,t,61.50,,9,9,495,0,0,0.3498,0,2026-05-01 12:44:16.788+00
1289,5,10,18,1.0000,t,55.14,,9,8,116,0,0,0.2940,1,2026-05-01 12:44:16.788+00
1289,5,14,21,1.0000,t,63.12,,9,9,38,0,0,0.3411,0,2026-05-01 12:44:16.788+00
1289,5,19,16,1.0000,t,51.59,,9,9,497,0,0,0.3221,1,2026-05-01 12:44:16.788+00
1289,5,25,33,1.0000,t,53.16,,10,8,645,0,0,0.3048,1,2026-05-01 12:44:16.788+00
1290,6,15,15,1.0000,t,69.02,,7,7,11,0,0,0.3304,0,2026-05-01 12:44:16.788+00
1290,6,21,3,1.0000,t,59.72,,6,5,127,0,0,0.2440,1,2026-05-01 12:44:16.788+00
1290,6,33,22,1.0000,t,70.75,,10,9,329,0,0,0.3975,0,2026-05-01 12:44:16.788+00
1290,6,3,1,0.3139,t,59.21,0.0361,33,8,0,8,0,0.5788,1,2026-05-01 12:44:16.788+00
1290,6,9,14,1.0000,t,62.77,,8,8,136,0,0,0.2709,0,2026-05-01 12:44:16.788+00
1291,7,26,30,0.6862,t,66.16,,7,7,0,1,0,0.2786,0,2026-05-01 12:44:16.788+00
1291,7,12,7,0.4954,t,71.70,,7,7,0,1,0,0.3354,0,2026-05-01 12:44:16.788+00
1291,7,21,3,0.6318,t,77.17,,8,8,82,0,0,0.3586,0,2026-05-01 12:44:16.788+00
1291,7,11,12,0.3523,f,51.53,,13,7,167,0,0,0.3355,1,2026-05-01 12:44:16.788+00
1291,7,28,31,0.4184,t,82.25,0.0162,13,13,131,5,0,0.4634,0,2026-05-01 12:44:16.788+00
1291,7,9,14,0.2449,t,71.35,0.0315,22,8,0,4,0,0.4974,0,2026-05-01 12:44:16.788+00
1291,7,29,11,0.5242,t,67.34,,6,5,11,1,0,0.2619,0,2026-05-01 12:44:16.788+00
1292,8,1,4,1.0000,t,68.67,,8,8,43,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1292,8,12,7,0.5108,f,59.95,,9,8,0,0,0,0.2940,1,2026-05-01 12:44:16.788+00
1292,8,9,14,1.0000,t,76.92,,11,10,100,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1292,8,2,9,1.0000,t,74.57,,9,9,80,0,0,0.3562,0,2026-05-01 12:44:16.788+00
1292,8,16,25,1.0000,t,71.98,,12,12,57,4,0,0.3948,0,2026-05-01 12:44:16.788+00
1293,9,12,7,0.5294,f,30.33,,9,7,159,1,0,0.2291,1,2026-05-01 12:44:16.788+00
1293,9,10,18,0.3381,f,,,6,6,180,0,0,0.2500,0,2026-05-01 12:44:16.788+00
1293,9,27,36,0.5961,t,59.75,,8,8,0,1,0,0.2984,1,2026-05-01 12:44:16.788+00
1293,9,19,16,1.0000,t,43.50,,11,11,84,0,0,0.3333,1,2026-05-01 12:44:16.788+00
1293,9,2,9,1.0000,t,46.58,,6,6,122,0,0,0.2500,1,2026-05-01 12:44:16.788+00
1294,10,10,18,0.5866,t,70.92,,12,9,0,0,0,0.3711,0,2026-05-01 12:44:16.788+00
1294,10,24,28,1.0000,t,75.69,,12,12,859,1,0,0.4171,0,2026-05-01 12:44:16.788+00
1294,10,32,40,1.0000,t,68.55,,7,7,401,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1294,10,8,5,1.0000,t,64.99,,9,9,489,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1294,10,18,23,1.0000,t,73.17,,7,6,731,0,0,0.2607,0,2026-05-01 12:44:16.788+00
1294,10,13,20,0.3687,t,72.05,0.0278,37,7,0,11,0,0.6542,0,2026-05-01 12:44:16.788+00
1294,10,5,6,0.2442,f,65.36,,27,4,27,0,0,0.5092,0,2026-05-01 12:44:16.788+00
1295,11,24,28,0.4038,t,65.94,,9,9,0,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1295,11,4,13,1.0000,t,63.74,,6,6,793,0,0,0.2888,0,2026-05-01 12:44:16.788+00
1295,11,10,18,0.2734,f,48.37,,45,7,712,0,0,0.6689,1,2026-05-01 12:44:16.788+00
1295,11,18,23,0.5155,f,65.86,,11,9,46,0,0,0.3545,0,2026-05-01 12:44:16.788+00
1295,11,37,42,0.3011,f,52.70,,40,7,452,0,0,0.6283,1,2026-05-01 12:44:16.788+00
1295,11,9,14,0.2623,f,55.52,,43,7,934,0,0,0.6689,1,2026-05-01 12:44:16.788+00
1295,11,16,25,1.0000,t,64.32,,9,9,327,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1296,12,18,23,0.0060,t,53.11,0.0720,15,1,0,3,0,0.3260,1,2026-05-01 12:44:16.788+00
1296,12,19,16,0.0196,f,43.49,,14,1,0,0,0,0.2864,1,2026-05-01 12:44:16.788+00
1296,12,20,26,0.0370,t,51.86,,11,2,0,2,0,0.2853,1,2026-05-01 12:44:16.788+00
1296,12,35,34,0.0562,f,,,16,4,0,0,0,0.3452,0,2026-05-01 12:44:16.788+00
1296,12,32,40,0.0046,t,53.93,0.0902,19,1,0,5,0,0.3713,1,2026-05-01 12:44:16.788+00
1297,1,16,25,0.0335,t,68.81,0.0867,21,1,0,7,0,0.4374,0,2026-05-01 12:44:16.788+00
1297,1,9,14,0.0380,t,71.40,-0.0024,18,3,0,6,0,0.4249,0,2026-05-01 12:44:16.788+00
1297,1,21,3,0.0248,f,,,8,2,0,0,0,0.2476,0,2026-05-01 12:44:16.788+00
1297,1,14,21,0.0437,t,79.48,0.1070,21,2,0,8,0,0.4753,0,2026-05-01 12:44:16.788+00
1297,1,34,38,0.0222,f,75.70,,13,1,0,0,0,0.3723,0,2026-05-01 12:44:16.788+00
1298,2,3,1,1.0000,t,58.47,,9,9,232,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1298,2,11,12,1.0000,t,61.37,,16,15,1165,1,0,0.4288,0,2026-05-01 12:44:16.788+00
1298,2,4,13,0.6308,f,43.12,,9,9,51,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1298,2,27,36,1.0000,t,69.42,,16,14,671,0,0,0.4576,0,2026-05-01 12:44:16.788+00
1298,2,32,40,1.0000,t,59.05,,11,10,525,0,0,0.3274,1,2026-05-01 12:44:16.788+00
1298,2,16,25,1.0000,t,63.98,,11,10,609,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1298,2,5,6,0.2093,f,47.39,,21,5,777,0,0,0.3969,1,2026-05-01 12:44:16.788+00
1298,2,12,7,1.0000,t,60.72,,13,12,699,3,0,0.3825,0,2026-05-01 12:44:16.788+00
1298,2,23,32,0.5797,f,47.88,,11,10,283,0,0,0.3274,1,2026-05-01 12:44:16.788+00
1299,3,2,9,1.0000,t,47.27,,9,9,479,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1299,3,10,18,1.0000,t,46.16,,10,10,83,0,0,0.2817,1,2026-05-01 12:44:16.788+00
1299,3,26,30,0.4231,f,39.05,,11,8,108,0,0,0.3155,1,2026-05-01 12:44:16.788+00
1299,3,9,14,1.0000,t,55.97,,8,8,302,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1299,3,11,12,1.0000,t,51.54,,8,7,464,0,0,0.2774,1,2026-05-01 12:44:16.788+00
1299,3,28,31,0.2188,f,50.79,,33,4,159,0,0,0.5297,1,2026-05-01 12:44:16.788+00
1299,3,23,32,1.0000,t,52.53,,8,8,428,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1300,4,11,12,1.0000,t,53.47,,12,11,295,0,0,0.3440,1,2026-05-01 12:44:16.788+00
1300,4,12,7,0.5882,f,35.04,,9,8,558,0,0,0.2940,1,2026-05-01 12:44:16.788+00
1300,4,1,4,0.6967,t,46.63,,7,7,0,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1300,4,34,38,1.0000,t,55.73,,7,7,404,0,0,0.2814,1,2026-05-01 12:44:16.788+00
1300,4,32,40,0.0262,f,,,34,1,0,0,0,0.5202,0,2026-05-01 12:44:16.788+00
1301,5,18,23,0.0376,t,60.79,0.0246,28,2,0,10,0,0.4943,0,2026-05-01 12:44:16.788+00
1301,5,29,11,0.0190,t,56.13,-0.0336,24,1,0,8,0,0.4315,1,2026-05-01 12:44:16.788+00
1301,5,33,22,0.0318,t,63.50,0.0997,24,1,0,7,0,0.4536,0,2026-05-01 12:44:16.788+00
1301,5,35,34,0.0026,t,65.27,0.0276,37,1,0,7,0,0.5982,0,2026-05-01 12:44:16.788+00
1301,5,27,36,0.0238,f,49.13,,22,1,0,0,0,0.3891,1,2026-05-01 12:44:16.788+00
1301,5,30,19,0.0486,t,57.96,0.0647,33,1,0,9,0,0.5334,1,2026-05-01 12:44:16.788+00
1302,6,23,32,0.9544,t,51.70,,7,7,326,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1302,6,30,19,1.0000,t,47.17,,12,11,376,0,0,0.3440,1,2026-05-01 12:44:16.788+00
1302,6,11,12,0.2841,f,44.98,,32,6,348,0,0,0.5135,1,2026-05-01 12:44:16.788+00
1302,6,4,13,0.9272,t,51.17,,11,10,48,0,0,0.3396,1,2026-05-01 12:44:16.788+00
1302,6,1,4,1.0000,t,47.67,,8,6,298,0,0,0.2714,1,2026-05-01 12:44:16.788+00
1302,6,5,6,1.0000,t,47.77,,8,8,313,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1302,6,17,24,0.4505,f,49.99,,31,9,294,0,0,0.5357,1,2026-05-01 12:44:16.788+00
1302,6,18,23,1.0000,t,55.09,,10,10,388,0,0,0.3167,1,2026-05-01 12:44:16.788+00
1303,7,5,6,0.0586,t,63.72,,12,1,0,4,0,0.3257,0,2026-05-01 12:44:16.788+00
1303,7,20,26,0.0447,t,71.01,-0.0991,13,1,0,6,0,0.3583,0,2026-05-01 12:44:16.788+00
1303,7,7,10,0.0005,t,58.44,-0.0217,20,1,0,5,0,0.3955,1,2026-05-01 12:44:16.788+00
1304,8,25,33,0.8144,t,56.07,,11,11,116,2,0,0.3352,1,2026-05-01 12:44:16.788+00
1304,8,31,27,0.2598,f,,,10,9,90,0,0,0.3107,0,2026-05-01 12:44:16.788+00
1304,8,11,12,0.8797,t,58.33,,7,7,1,1,0,0.2465,1,2026-05-01 12:44:16.788+00
1304,8,27,36,0.4013,t,61.94,0.0993,12,12,31,4,1,0.3781,0,2026-05-01 12:44:16.788+00
1304,8,37,42,0.0266,t,51.82,-0.0319,14,1,0,4,0,0.3114,1,2026-05-01 12:44:16.788+00
1304,8,24,28,0.5217,t,66.61,,12,11,0,0,0,0.3440,0,2026-05-01 12:44:16.788+00
1304,8,21,3,0.7092,t,54.92,,10,9,151,0,0,0.2883,1,2026-05-01 12:44:16.788+00
1305,9,33,22,0.4272,f,70.18,,9,9,454,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1305,9,25,33,0.2772,f,44.81,,24,6,541,0,0,0.4273,1,2026-05-01 12:44:16.788+00
1305,9,16,25,1.0000,t,67.52,,5,5,300,0,0,0.2375,0,2026-05-01 12:44:16.788+00
1305,9,7,10,0.3137,f,56.46,,22,6,0,0,0,0.4408,1,2026-05-01 12:44:16.788+00
1305,9,35,34,1.0000,t,72.38,,9,7,330,0,0,0.3497,0,2026-05-01 12:44:16.788+00
1305,9,36,44,0.0095,t,64.58,-0.0297,53,1,0,16,0,0.7675,0,2026-05-01 12:44:16.788+00
1305,9,11,12,1.0000,t,62.32,,6,6,193,0,0,0.2500,0,2026-05-01 12:44:16.788+00
1305,9,4,13,0.2692,f,48.27,,21,6,495,0,0,0.4055,1,2026-05-01 12:44:16.788+00
1306,10,15,15,0.5753,t,85.12,,8,7,0,0,0,0.2774,0,2026-05-01 12:44:16.788+00
1306,10,9,14,0.2657,t,74.54,-0.0184,32,8,0,11,0,0.6141,0,2026-05-01 12:44:16.788+00
1306,10,4,13,0.2677,t,75.64,0.0229,23,8,0,4,0,0.5210,0,2026-05-01 12:44:16.788+00
1306,10,2,9,1.0000,t,73.48,,10,9,45,0,0,0.3837,0,2026-05-01 12:44:16.788+00
1306,10,10,18,0.7398,t,72.04,,7,7,119,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1306,10,29,11,0.0495,t,80.53,0.0401,32,2,0,8,0,0.5963,0,2026-05-01 12:44:16.788+00
1307,11,19,16,1.0000,t,57.92,,10,10,453,0,0,0.3167,1,2026-05-01 12:44:16.788+00
1307,11,3,1,1.0000,t,62.66,,11,11,178,0,0,0.3500,0,2026-05-01 12:44:16.788+00
1307,11,22,2,1.0000,t,67.12,,9,9,262,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1307,11,27,36,1.0000,t,70.02,,9,8,49,0,0,0.2940,0,2026-05-01 12:44:16.788+00
1307,11,5,6,1.0000,t,59.73,,8,8,455,0,0,0.2555,1,2026-05-01 12:44:16.788+00
1307,11,17,24,1.0000,t,63.27,,7,7,179,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1307,11,8,5,1.0000,t,57.08,,7,7,376,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1307,11,35,34,1.0000,t,71.95,,8,8,127,0,0,0.3623,0,2026-05-01 12:44:16.788+00
1307,11,12,7,1.0000,t,58.22,,10,9,214,0,0,0.3107,1,2026-05-01 12:44:16.788+00
1308,12,32,40,0.0001,f,53.19,,10,1,0,0,0,0.2727,1,2026-05-01 12:44:16.788+00
1308,12,13,20,0.0485,t,72.33,-0.0082,21,1,0,6,0,0.4479,0,2026-05-01 12:44:16.788+00
1308,12,1,4,0.0440,t,70.89,,12,1,0,3,0,0.3472,0,2026-05-01 12:44:16.788+00
1308,12,12,7,0.0138,f,64.03,,25,1,0,0,0,0.4659,0,2026-05-01 12:44:16.788+00
1308,12,19,16,0.0673,f,47.50,,16,2,0,0,0,0.3258,1,2026-05-01 12:44:16.788+00
1308,12,18,23,0.0298,t,65.56,-0.0181,14,2,0,4,0,0.3586,0,2026-05-01 12:44:16.788+00
1309,1,22,2,0.0376,t,67.86,-0.0409,16,2,0,5,0,0.3869,0,2026-05-01 12:44:16.788+00
1309,1,23,32,0.0192,t,68.06,0.0174,8,1,0,3,0,0.2959,0,2026-05-01 12:44:16.788+00
1309,1,1,4,0.0578,f,,,8,1,0,0,0,0.2417,0,2026-05-01 12:44:16.788+00
1309,1,28,31,0.0702,f,72.80,,10,2,0,0,0,0.3374,0,2026-05-01 12:44:16.788+00
1309,1,10,18,0.0134,t,70.25,0.0551,15,1,0,5,0,0.3774,0,2026-05-01 12:44:16.788+00
1310,2,26,30,0.0493,t,63.01,0.0314,16,2,0,3,0,0.3724,0,2026-05-01 12:44:16.788+00
1310,2,21,3,0.0441,t,75.31,-0.1271,15,2,0,6,0,0.3986,0,2026-05-01 12:44:16.788+00
1310,2,12,7,0.0445,t,70.89,0.0425,20,1,0,6,0,0.4329,0,2026-05-01 12:44:16.788+00
1310,2,16,25,0.0201,t,75.64,,12,2,0,4,0,0.3674,0,2026-05-01 12:44:16.788+00
1311,3,12,7,0.0248,f,64.85,,14,1,0,0,0,0.3505,0,2026-05-01 12:44:16.788+00
1311,3,5,6,0.0278,t,59.84,,14,1,0,4,0,0.3355,1,2026-05-01 12:44:16.788+00
1311,3,19,16,0.0127,t,59.75,-0.0318,21,1,0,8,0,0.4102,1,2026-05-01 12:44:16.788+00
1311,3,17,24,0.0423,t,70.53,0.0539,23,1,0,3,0,0.4640,0,2026-05-01 12:44:16.788+00
1311,3,9,14,0.0397,t,68.65,-0.1091,24,2,0,5,0,0.4750,0,2026-05-01 12:44:16.788+00
1311,3,22,2,0.0259,f,45.39,,19,1,0,0,0,0.3457,1,2026-05-01 12:44:16.788+00
